GeneID,Symbol,Description,Synonyms,GeneType,EnsemblGeneID,Status,ChrAcc,ChrStart,ChrStop,Orientation,Length,GOFunctionID,GOProcessID,GOComponentID,GOFunction,GOProcess,GOComponent
54733,SLC35F2,solute carrier family 35 member F2,HSNOV1,protein-coding,ENSG00000110660,active,NC_000011.10,107790991,107858787,negative,2769,GO:0003674///GO:0022857,GO:0008150///GO:0055085,GO:0005575///GO:0016020,molecular_function///transmembrane transporter activity,biological_process///transmembrane transport,cellular_component///membrane
85463,ZC3H12C,zinc finger CCCH-type containing 12C,MCPIP3,protein-coding,ENSG00000149289,active,NC_000011.10,110092425,110171841,positive,14248,GO:0003674///GO:0003729///GO:0004521///GO:0005515///GO:0046872,GO:0008150///GO:0090502,GO:0005575///GO:0005634///GO:0036464,molecular_function///mRNA binding///endoribonuclease activity///protein binding///metal ion binding,"biological_process///RNA phosphodiester bond hydrolysis, endonucleolytic",cellular_component///nucleus///cytoplasmic ribonucleoprotein granule
105369486,LINC02732,long intergenic non-protein coding RNA 2732,,ncRNA,,active,NC_000011.10,110355114,110406908,positive,1340,,,,,,
105369488,LOC105369488,uncharacterized LOC105369488,,ncRNA,,active,NC_000011.10,110922007,110924073,negative,634,,,,,,
644277,LOC644277,uncharacterized LOC644277,,ncRNA,,active,NC_000011.10,111449338,111453545,positive,618,,,,,,
399949,HOATZ,HOATZ cilia and flagella associated protein,C11orf88,protein-coding,ENSG00000183644,active,NC_000011.10,111514785,111537031,positive,795,,GO:0007283///GO:0030317///GO:0035082///GO:0060271,GO:0005737///GO:0005929,,spermatogenesis///flagellated sperm motility///axoneme assembly///cilium assembly,cytoplasm///cilium
3316,HSPB2,heat shock protein family B (small) member 2,HSP27|Hs.78846|LOH11CR1K|MKBP,protein-coding,ENSG00000170276,active,NC_000011.10,111912734,111914093,positive,843,GO:0005212///GO:0005515///GO:0008047///GO:0051082,GO:0006986///GO:0007525///GO:0009408///GO:0042026///GO:0050790,GO:0005634///GO:0005737///GO:0005829,structural constituent of eye lens///protein binding///enzyme activator activity///unfolded protein binding,response to unfolded protein///somatic muscle development///response to heat///protein refolding///regulation of catalytic activity,nucleus///cytoplasm///cytosol
107987164,LOC107987164,uncharacterized LOC107987164,,ncRNA,,active,NC_000011.10,112165362,112166228,negative,311,,,,,,
107984389,LOC107984389,uncharacterized LOC107984389,,ncRNA,,active,NC_000011.10,112464952,112474507,positive,1669,,,,,,
105369498,LOC105369498,uncharacterized LOC105369498,,ncRNA,,active,NC_000011.10,112822827,112835508,negative,1497,,,,,,
255239,ANKK1,ankyrin repeat and kinase domain containing 1,PKK2|sgK288,protein-coding,ENSG00000170209,active,NC_000011.10,113386014,113400416,positive,6665,GO:0004674///GO:0005515///GO:0005524///GO:0106310,GO:0006468///GO:0010564,GO:0005634///GO:0005737///GO:0042995,protein serine/threonine kinase activity///protein binding///ATP binding///protein serine kinase activity,protein phosphorylation///regulation of cell cycle process,nucleus///cytoplasm///cell projection
107984390,LOC107984390,uncharacterized LOC107984390,,ncRNA,,active,NC_000011.10,113586400,113685191,negative,4444,,,,,,
57646,USP28,ubiquitin specific peptidase 28,,protein-coding,ENSG00000048028,active,NC_000011.10,113797875,113875572,negative,5429,GO:0004197///GO:0004843///GO:0005515,GO:0000077///GO:0006281///GO:0006511///GO:0006974///GO:0007265///GO:0008283///GO:0010212///GO:0016579///GO:0031647///GO:0034644///GO:0042771,GO:0005634///GO:0005654///GO:0005829///GO:0016604///GO:0032991,cysteine-type endopeptidase activity///cysteine-type deubiquitinase activity///protein binding,DNA damage checkpoint signaling///DNA repair///ubiquitin-dependent protein catabolic process///cellular response to DNA damage stimulus///Ras protein signal transduction///cell population proliferation///response to ionizing radiation///protein deubiquitination///regulation of protein stability///cellular response to UV///intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator,nucleus///nucleoplasm///cytosol///nuclear body///protein-containing complex
10179,RBM7,RNA binding motif protein 7,,protein-coding,ENSG00000076053,active,NC_000011.10,114400529,114410610,positive,3750,GO:0003723///GO:0003727///GO:0005515///GO:0017069///GO:0071889///GO:0097157,GO:0000381///GO:0016076///GO:0051321,GO:0005634///GO:0005654///GO:0005730,RNA binding///single-stranded RNA binding///protein binding///snRNA binding///14-3-3 protein binding///pre-mRNA intronic binding,"regulation of alternative mRNA splicing, via spliceosome///snRNA catabolic process///meiotic cell cycle",nucleus///nucleoplasm///nucleolus
107987166,LOC107987166,uncharacterized LOC107987166,,ncRNA,,active,NC_000011.10,116317899,116474225,negative,2268,,,,,,
116519,APOA5,apolipoprotein A5,APOAV|RAP3,protein-coding,ENSG00000110243,active,NC_000011.10,116789367,116792420,negative,1935,GO:0005515///GO:0005543///GO:0008047///GO:0008201///GO:0008289///GO:0015485///GO:0019899///GO:0031210///GO:0035473///GO:0050750///GO:0060228///GO:0060229///GO:0060230///GO:0070325,GO:0006641///GO:0006695///GO:0006869///GO:0010898///GO:0010902///GO:0019433///GO:0030300///GO:0033344///GO:0033700///GO:0034372///GO:0034380///GO:0042157///GO:0042246///GO:0042632///GO:0045723///GO:0046470///GO:0046889///GO:0048260///GO:0050996///GO:0051006///GO:0055090///GO:0070328,GO:0005576///GO:0005615///GO:0005769///GO:0005770///GO:0005788///GO:0005794///GO:0034361///GO:0034362///GO:0034364///GO:0042627,protein binding///phospholipid binding///enzyme activator activity///heparin binding///lipid binding///cholesterol binding///enzyme binding///phosphatidylcholine binding///lipase binding///low-density lipoprotein particle receptor binding///phosphatidylcholine-sterol O-acyltransferase activator activity///lipase activator activity///lipoprotein lipase activator activity///lipoprotein particle receptor binding,triglyceride metabolic process///cholesterol biosynthetic process///lipid transport///positive regulation of triglyceride catabolic process///positive regulation of very-low-density lipoprotein particle remodeling///triglyceride catabolic process///regulation of intestinal cholesterol absorption///cholesterol efflux///phospholipid efflux///very-low-density lipoprotein particle remodeling///high-density lipoprotein particle assembly///lipoprotein metabolic process///tissue regeneration///cholesterol homeostasis///positive regulation of fatty acid biosynthetic process///phosphatidylcholine metabolic process///positive regulation of lipid biosynthetic process///positive regulation of receptor-mediated endocytosis///positive regulation of lipid catabolic process///positive regulation of lipoprotein lipase activity///acylglycerol homeostasis///triglyceride homeostasis,extracellular region///extracellular space///early endosome///late endosome///endoplasmic reticulum lumen///Golgi apparatus///very-low-density lipoprotein particle///low-density lipoprotein particle///high-density lipoprotein particle///chylomicron
337,APOA4,apolipoprotein A4,,protein-coding,ENSG00000110244,active,NC_000011.10,116820700,116823304,negative,1471,GO:0005319///GO:0005507///GO:0005515///GO:0005543///GO:0008289///GO:0015485///GO:0016209///GO:0031210///GO:0042802///GO:0042803///GO:0060228///GO:0120020,GO:0002227///GO:0006695///GO:0006869///GO:0006982///GO:0007159///GO:0008203///GO:0010898///GO:0014012///GO:0016042///GO:0019430///GO:0030300///GO:0032374///GO:0033344///GO:0033700///GO:0034014///GO:0034371///GO:0034372///GO:0034375///GO:0034378///GO:0034380///GO:0034445///GO:0035634///GO:0042157///GO:0042632///GO:0042744///GO:0043691///GO:0045723///GO:0046470///GO:0046889///GO:0051006///GO:0055088///GO:0065005///GO:0070328///GO:0120009///GO:1905920,GO:0005576///GO:0005615///GO:0005769///GO:0005788///GO:0005829///GO:0009986///GO:0034361///GO:0034364///GO:0042627///GO:0045202///GO:0062023///GO:0070062///GO:0072562,lipid transporter activity///copper ion binding///protein binding///phospholipid binding///lipid binding///cholesterol binding///antioxidant activity///phosphatidylcholine binding///identical protein binding///protein homodimerization activity///phosphatidylcholine-sterol O-acyltransferase activator activity///cholesterol transfer activity,innate immune response in mucosa///cholesterol biosynthetic process///lipid transport///response to lipid hydroperoxide///leukocyte cell-cell adhesion///cholesterol metabolic process///positive regulation of triglyceride catabolic process///peripheral nervous system axon regeneration///lipid catabolic process///removal of superoxide radicals///regulation of intestinal cholesterol absorption///regulation of cholesterol transport///cholesterol efflux///phospholipid efflux///response to triglyceride///chylomicron remodeling///very-low-density lipoprotein particle remodeling///high-density lipoprotein particle remodeling///chylomicron assembly///high-density lipoprotein particle assembly///negative regulation of plasma lipoprotein oxidation///response to stilbenoid///lipoprotein metabolic process///cholesterol homeostasis///hydrogen peroxide catabolic process///reverse cholesterol transport///positive regulation of fatty acid biosynthetic process///phosphatidylcholine metabolic process///positive regulation of lipid biosynthetic process///positive regulation of lipoprotein lipase activity///lipid homeostasis///protein-lipid complex assembly///triglyceride homeostasis///intermembrane lipid transfer///positive regulation of CoA-transferase activity,extracellular region///extracellular space///early endosome///endoplasmic reticulum lumen///cytosol///cell surface///very-low-density lipoprotein particle///high-density lipoprotein particle///chylomicron///synapse///collagen-containing extracellular matrix///extracellular exosome///blood microparticle
23387,SIK3,SIK family kinase 3,L19|QSK|SEMDK|SIK-3,protein-coding,ENSG00000160584,active,NC_000011.10,116843410,117098453,negative,8443,GO:0000287///GO:0004674///GO:0005515///GO:0005524///GO:0050321///GO:0106310,GO:0000226///GO:0006468///GO:0035556///GO:1904263///GO:1904515,GO:0005654///GO:0005737,magnesium ion binding///protein serine/threonine kinase activity///protein binding///ATP binding///tau-protein kinase activity///protein serine kinase activity,microtubule cytoskeleton organization///protein phosphorylation///intracellular signal transduction///positive regulation of TORC1 signaling///positive regulation of TORC2 signaling,nucleoplasm///cytoplasm
486,FXYD2,FXYD domain containing ion transport regulator 2,ATP1G1|HOMG2,protein-coding,ENSG00000137731,active,NC_000011.10,117820057,117828089,negative,684,GO:0001671///GO:0017080///GO:0030674,GO:0006883///GO:0010248///GO:0030007///GO:0036376///GO:0055085///GO:1902600///GO:1903408///GO:1990573///GO:2000649,GO:0005886///GO:0005890///GO:0070062,ATPase activator activity///sodium channel regulator activity///protein-macromolecule adaptor activity,cellular sodium ion homeostasis///establishment or maintenance of transmembrane electrochemical gradient///cellular potassium ion homeostasis///sodium ion export across plasma membrane///transmembrane transport///proton transmembrane transport///positive regulation of P-type sodium:potassium-exchanging transporter activity///potassium ion import across plasma membrane///regulation of sodium ion transmembrane transporter activity,plasma membrane///sodium:potassium-exchanging ATPase complex///extracellular exosome
916,CD3E,CD3 epsilon subunit of T-cell receptor complex,CD3epsilon|IMD18|T3E|TCRE,protein-coding,ENSG00000198851,active,NC_000011.10,118304730,118316173,positive,1361,GO:0004888///GO:0005515///GO:0017124///GO:0019901///GO:0030159///GO:0042608///GO:0042802,GO:0001954///GO:0002250///GO:0002669///GO:0002870///GO:0007166///GO:0007169///GO:0007172///GO:0007186///GO:0007224///GO:0010628///GO:0010629///GO:0016358///GO:0018108///GO:0019722///GO:0021549///GO:0031295///GO:0032729///GO:0032743///GO:0032753///GO:0033634///GO:0035739///GO:0042102///GO:0042110///GO:0042981///GO:0045059///GO:0045060///GO:0045879///GO:0046629///GO:0046631///GO:0050731///GO:0050850///GO:0050852///GO:0065003///GO:0097190///GO:2000563,GO:0001772///GO:0005783///GO:0005794///GO:0005886///GO:0005911///GO:0009897///GO:0042101///GO:0042105///GO:0042106///GO:0043197///GO:0044297,transmembrane signaling receptor activity///protein binding///SH3 domain binding///protein kinase binding///signaling receptor complex adaptor activity///T cell receptor binding///identical protein binding,"positive regulation of cell-matrix adhesion///adaptive immune response///positive regulation of T cell anergy///T cell anergy///cell surface receptor signaling pathway///transmembrane receptor protein tyrosine kinase signaling pathway///signal complex assembly///G protein-coupled receptor signaling pathway///smoothened signaling pathway///positive regulation of gene expression///negative regulation of gene expression///dendrite development///peptidyl-tyrosine phosphorylation///calcium-mediated signaling///cerebellum development///T cell costimulation///positive regulation of type II interferon production///positive regulation of interleukin-2 production///positive regulation of interleukin-4 production///positive regulation of cell-cell adhesion mediated by integrin///CD4-positive, alpha-beta T cell proliferation///positive regulation of T cell proliferation///T cell activation///regulation of apoptotic process///positive thymic T cell selection///negative thymic T cell selection///negative regulation of smoothened signaling pathway///gamma-delta T cell activation///alpha-beta T cell activation///positive regulation of peptidyl-tyrosine phosphorylation///positive regulation of calcium-mediated signaling///T cell receptor signaling pathway///protein-containing complex assembly///apoptotic signaling pathway///positive regulation of CD4-positive, alpha-beta T cell proliferation",immunological synapse///endoplasmic reticulum///Golgi apparatus///plasma membrane///cell-cell junction///external side of plasma membrane///T cell receptor complex///alpha-beta T cell receptor complex///gamma-delta T cell receptor complex///dendritic spine///cell body
102466719,MIR6716,microRNA 6716,hsa-mir-6716,ncRNA,ENSG00000284246,active,NC_000011.10,118644000,118644079,positive,80,,,,,,
10525,HYOU1,hypoxia up-regulated 1,GRP-170|Grp170|HSP12A|IMD59|ORP-150|ORP150,protein-coding,ENSG00000149428,active,NC_000011.10,119044187,119057205,negative,4880,GO:0005515///GO:0005524///GO:0051082///GO:0140662,GO:0002931///GO:0006457///GO:0006888///GO:0034976///GO:0071456///GO:1903298///GO:1903382,GO:0005576///GO:0005783///GO:0005788///GO:0005790///GO:0005925///GO:0016020///GO:0034663///GO:0070062///GO:0071682,protein binding///ATP binding///unfolded protein binding///ATP-dependent protein folding chaperone,response to ischemia///protein folding///endoplasmic reticulum to Golgi vesicle-mediated transport///response to endoplasmic reticulum stress///cellular response to hypoxia///negative regulation of hypoxia-induced intrinsic apoptotic signaling pathway///negative regulation of endoplasmic reticulum stress-induced neuron intrinsic apoptotic signaling pathway,extracellular region///endoplasmic reticulum///endoplasmic reticulum lumen///smooth endoplasmic reticulum///focal adhesion///membrane///endoplasmic reticulum chaperone complex///extracellular exosome///endocytic vesicle lumen
